14,Dinamo City
15,Elbasani
16,Flamurtari Vlorë
19,KF Laçi
21,Partizani
23,KF Tirana
25,Apolonia Fier
26,Besa
28,Burreli
29,Bylis
32,Kastrioti
34,Lushnja
36,Pogradeci
38,Skënderbeu
40,Teuta
44,Vllaznia
45,Khroub
46,ASM Oran
47,ASO Chlef
49,CA Batna
51,Belouizdad
53,CS Constantine
54,ESM Mostaganem
55,ES Sétif
56,Kabylie
58,Skikda
59,MC Alger
61,MC Oran
62,MC Saïda
64,MO Constantine
66,NA Hussein Dey
67,Olympique Médéa
68,Paradou
69,Kouba
71,US Biskra
72,USM Alger
73,Annaba
76,El Harrach
79,Tlemcen
81,Atlètic d'Escaldes
86,Rànger's
88,FC Santa Coloma
89,Inter d'Escaldes
96,UE Santa Coloma
98,Boca Unidos
99,Argentinos Juniors
100,Arsenal
101,Atlético Rafaela
102,Aldosivi
103,All Boys
104,Banfield
105,CA Belgrano
106,Boca Juniors
107,Deportivo Merlo
108,Huracán
109,Independiente
110,Lanús
112,Patronato
113,Platense
114,River Plate
115,Rosario Central
116,Tigre
117,Atlético Tucumán
118,Ben Hur
119,Chacarita Juniors
120,Almirante Brown
121,Olimpo
122,Guillermo Brown
123,Desamparados
124,Colón
126,Defensa y Justicia
127,Estudiantes (LP)
128,Ferro Carril Oeste
129,Gimnasia (JU)
130,Gimnasia (LP)
131,Godoy Cruz
132,Atlanta
133,Indep. Rivadavia
134,Instituto
135,Newell's Old Boys
136,Quilmes
137,Racing Club
138,San Lorenzo
139,San Martín (SJ)
140,San Martín (T)
141,Talleres
143,Unión
144,Vélez Sarsfield
145,Ararat-Armenia
151,Gandzasar
156,Pyunik
158,Shirak
171,Adelaide
172,C. Coast Mariners
173,W. Sydney Wanderers
174,Melbourne Victory
175,Newcastle Jets
176,Melbourne City
177,Perth Glory
178,Brisbane Roar
179,Sydney
180,Wellington Phoenix
182,Leoben
189,Salzburg
190,Liefering
192,Admira
193,Austria Vienna
195,First Vienna
197,Kapfenberg
198,Wolfsberger
200,SCR Altach
202,Austria Klagenfurt
203,Rapid Wien
204,Sturm Graz
205,St. Pölten
209,Ried
211,Hartberg
212,Blau-Weiß
216,Qarabag
217,Karvan
221,Qäbälä
223,Sumgayit
224,Neftchi Baku
225,Turan
233,Al-Najma
237,Riffa
239,East Riffa
242,Manama
243,Muharraq
245,BATE Borisov
246,Belshyna
247,Slutsk
248,Dinamo Brest
249,Dinamo Minsk
250,Dinamo-Belkard
252,Baranovichi
253,Gomel
254,FC Minsk
256,Smorgon
258,Vitebsk
261,Klechesk Kletsk
264,Partizan Minsk
265,Slavia Mozyr
266,Naftan
267,Neman
269,Shakhtyor Soligorsk
270,FC Minsk II
271,Torpedo Zhodino
275,Volna Pinsk
276,Energetik-BGU
277,KAA Gent
278,Antwerp
279,Cercle Brugge
280,Club Brugge
281,Dender
283,Vise
286,Tubize
287,Beerschot
288,Sint-Truidensem
291,Deinze
294,Kortrijk
295,Mechelen
296,Oostende
298,Tienen
299,Lommel
300,Lierse
301,Olympic Charleroi
302,OH Leuven
303,Mons
304,RFC Liège
305,Anderlecht
306,Genk
308,SK Beveren
309,Cappellen
312,Zulte Waregem
313,Charleroi
314,Lokeren
315,Standard Liège
316,KAS Eupen
317,Union Saint-Gilloise
321,Westerlo
335,Guabirá
336,Aurora
337,Blooming
338,Bolívar
339,Nacional Potosi
340,San José
343,Oriente Petrolero
345,Real Potosí
346,The Strongest
349,Borac BL
359,Rudar Prijedor
365,Radnik
366,Rudar Kakanj
368,Sarajevo
371,Sloboda Tuzla
372,Sloga
374,Velez Mostar
377,GOŠK
379,Zrinjski
385,Gradina
391,Siroki Brijeg
395,ABC
396,Atlético-GO
397,América-MG
398,Athletico-PR
399,Avaí
400,Botafogo
401,Atlético-MG
402,RB Bragantino
403,Ceará
405,Coritiba
406,Criciúma
407,Cruzeiro
408,Bahia
409,Figueirense
410,Flamengo
411,Fluminense
413,Goiás
414,Grêmio
416,Internacional
417,ASA
418,Guarani
421,Náutico
422,Palmeiras
423,Paraná
425,Ponte Preta
426,Portuguesa-RJ
427,Remo
428,Corinthians
429,Santa Cruz
431,Santos
433,Sport Recife
435,São Paulo
436,Vasco da Gama
437,Vila Nova
438,Vitória
439,Akademik
442,Dobrudzha
443,Dorostol
444,Beroe
446,Ludogorets
447,CSKA Sofia
450,Cherno More
452,Chernomorets Burgas
453,Dunav
454,Marek Dupnitsa
458,Levski
460,Botev Vratsa
461,Lokomotiv Plovdiv
462,Lokomotiv Sofia
467,Minyor Pernik
471,Montana
472,Nesebar
473,Pirin B'grad
477,Slavia Sofia
478,Spartak Pleven
480,Spartak Varna
481,Svoge
490,York
491,London City
494,FC Montreal
503,Vancouver WC
504,Victoria
505,Dep. Antofagasta
506,Audax Italiano
507,Cobresal
508,Ñublense
509,Rangers
510,Cobreloa
511,Colo Colo
512,Coquimbo
513,Curicó Unido
515,Copiapó
516,La Serena
517,Magallanes
518,Temuco
519,Everton
520,Deportes Naval
521,Huachipato
522,Lota Schwager
523,Deportes Iquique
524,O'Higgins
525,Palestino
526,San Marcos
527,Puerto Montt
528,San Luis
529,Santiago Morning
530,Santiago Wanderers
531,Univ. Católica
532,U. de Chile
533,Univ. Concepción
534,Unión Española
535,U. La Calera
536,U. San Felipe
538,Beijing Guoan
541,Changchun Yatai
544,Chengdu Rongcheng
545,Yunnan Yukun
547,Guizhou Zhucheng
552,Liaoning Tieren
560,Shanghai Shenhua
568,Yanbian Longding
570,América de Cali
571,Atlético Huila
572,Real Cartagena
573,Junior
574,Atlético Nacional
575,Boyacá Chicó
576,La Equidad
577,Millonarios
579,Deportes Quindío
580,Deportes Tolima
581,Deportivo Cali
583,Deportivo Pereira
584,Envigado
585,Indep. Medellín
586,Indep. Santa Fe
587,Once Caldas
589,Pérez Zeledón
591,San Carlos
593,Cartaginés
594,Herediano
595,Saprissa
596,Alajuelense
597,Santos de Guapiles
598,Puntarenas
600,Cibalia
601,Croatia Sesvete
602,Dinamo Zagreb
603,Šibenik
604,Rijeka
607,Hajduk Split
609,Istra 1961
611,Lokomotiva
612,Dugopolje
615,Marsonia
616,Karlovac
621,Osijek
623,Rudeš
624,Solin
630,Slaven Belupo
631,Varaždin
632,AEK Larnaca
633,AEL Limassol
636,APOEL
639,Akritas Chloraka
643,Anorthosis
644,Apollon Limassol
650,EN Paralimni
652,Ermis Aradippou
653,Ethnikos
656,MEAP Nisou
657,Nea Salamina
658,Olympiakos Nic.
660,Omonia Aradippou
661,Omonia Nicosia
663,PAEEK
664,Brno
665,Slovácko
666,Příbram
667,Karvina
668,Baník Ostrava
669,Baník Sokolov
670,Bohemians Praha
672,Sparta Praha B
673,Varnsdorf
674,Dukla
676,Hlučín
678,Jablonec
679,Mladá Boleslav
680,Teplice
681,Vlasim
682,Hradec Králové
684,Opava
685,Kladno
686,Sigma Olomouc
687,Sigma B
688,Slavia Praha
689,Slovan Liberec
691,Sparta Praha
692,FC Zlin
693,Trinec
694,Viktoria Plzeň
695,Viktoria Zizkov
696,Jihlava
699,Ústí nad Labem
700,Horsens
701,AGF Aarhus
703,Aalborg BK
705,Aarhus Fremad
706,AB
713,B 93
714,Brabrand
715,Brøndby
718,Esbjerg
721,Fredericia
724,Copenhagen
725,Midtjylland
726,Nordsjælland
727,FC Roskilde
732,Hellerup IK
734,Hobro
737,Hvidovre
738,FC Helsingør
741,HB Køge
742,Nykøbing
743,Lyngby
745,Næstved
746,Odense Boldklub
748,Randers
749,Middelfart
750,Silkeborg
756,SønderjyskE
760,Vejle
761,Viborg
764,Barcelona SC
765,El Nacional
766,Espoli
767,Olmedo
769,Imbabura
770,Emelec
772,Manta
773,Cuenca
775,LDU Quito
776,Moqaouloun
777,El-Entag
778,ENPPI
779,Al-Ahly
780,El-Ittihad
781,Al Masry
782,Smouha
783,El-Makasa
784,Haras
785,Ismaily
787,Petrojet
788,Wadi Degla
789,El Gaish
790,El Gouna
791,Zamalek
792,Metapán
793,Alianza
797,FAS
799,Águila
800,LA Firpo
802,Bournemouth
803,Hornchurch
804,Telford Utd
805,Wimbledon
806,Accrington
807,Aldershot
808,Alfreton Town
809,Altrincham
810,Arsenal
811,Aston Villa
812,Barnet
813,Barnsley
814,Barrow
816,Bath
817,Bedford
818,Birmingham City
820,Blackburn Rovers
821,Blackpool
822,Blyth Spartans
823,Bognor Regis
824,Bolton
825,Boston
826,Brackley
827,Bradford
828,Braintree
829,Brentford
830,Brighton
831,Bristol City
832,Bristol Rovers
833,Bromley
834,Burnley
836,Burton Albion
838,Buxton
840,Cambridge Utd
841,Cardiff City
842,Carlisle
843,Charlton
844,Chelmsford
845,Chelsea
846,Cheltenham
847,Chester
848,Chesterfield
849,Chippenham
851,Colchester
853,Coventry
854,Crawley
855,Crewe Alexandra
856,Crystal Palace
857,Dag and Red
858,Darlington
859,Derby County
860,Doncaster
862,Dover
864,Eastbourne Boro
865,Eastleigh
867,Ebbsfleet Utd
868,Everton
869,Exeter City
870,Halifax
873,Farsley Celtic
875,Fleetwood
876,Forest Green
877,Fulham
879,Gateshead
880,Gillingham
881,Gloucester
883,Grimsby
886,Hampton & Richmond
887,Harrogate
889,Hartlepool
893,Hemel Hempstead
895,Hereford
898,Horsham
900,Huddersfield Town
901,Hull City
902,Hyde Utd
904,Ipswich Town
906,Kidderminster
907,King's Lynn
908,Lancaster
909,Leeds
910,Leicester City
913,Leyton Orient
914,Lincoln
915,Liverpool
916,Luton
917,Macclesfield
918,Maidenhead
919,Manchester City
920,Manchester United
921,Mansfield
922,Margate
924,Middlesbrough
925,Millwall
926,MK Dons
927,Morecambe
928,Newcastle United
929,Newport County
930,Northampton
932,Norwich
933,Nottingham Forest
934,Notts County
936,Oldham
937,Oxford City
938,Oxford
939,Peterborough Utd
940,Plymouth Argyle
941,Port Vale
942,Portsmouth
943,Preston North End
944,Q. Park Rangers
946,Reading
948,Rochdale
949,Rotherham
951,Salisbury
952,Scarborough
953,Scunthorpe
954,Sheffield United
955,Sheffield Wednesday
956,Shrewsbury
957,Slough
958,Solihull
959,Southampton
960,Southend
961,Southport
962,St Albans
966,Tonbridge
967,Stevenage
968,Stockport
969,Stoke City
970,Sunderland
971,Sutton United
972,Swansea
973,Swindon
974,Tamworth
975,Truro
976,Torquay
977,Tottenham Hotspur
978,Tranmere Rovers
979,Spennymoor
980,Walsall
981,Watford
983,West Bromwich A.
984,West Ham United
986,Weymouth
